-1996,4512,-16620,-434,577,-91,swipe_left,16
-1788,4652,-16492,-487,85,-502,swipe_left,16
-1104,3984,-16284,668,-1233,-4782,swipe_left,16
-3284,3520,-16068,1388,-2671,-8730,swipe_left,16
-5036,1624,-15796,1549,-2714,-8323,swipe_left,16
-7196,-32,-15952,2581,-1663,-5263,swipe_left,16
-7516,-1304,-16572,1783,-324,-3007,swipe_left,16
-7304,-888,-16112,-399,1112,256,swipe_left,16
-6108,-524,-15676,-186,785,85,swipe_left,16
-6184,-888,-16072,156,889,-24,swipe_left,16
-6412,-912,-16116,-501,1177,481,swipe_left,16
-6036,-572,-16080,-780,1026,638,swipe_left,16
-5908,-496,-16400,-181,1051,141,swipe_left,16
-5812,-672,-16172,-471,669,230,swipe_left,16
-3920,3752,-16376,-418,603,-80,swipe_left,17
-2868,3716,-16572,-30,630,102,swipe_left,17
-3312,3496,-16520,-449,1202,69,swipe_left,17
-3184,3896,-16648,-279,1000,267,swipe_left,17
-2684,3872,-16508,-114,863,884,swipe_left,17
-2432,3472,-17504,-1056,3204,773,swipe_left,17
-1272,4128,-16748,-307,-2349,-1542,swipe_left,17
-1680,3328,-16432,1185,-4170,-7667,swipe_left,17
-5048,2704,-15532,390,-4133,-10861,swipe_left,17
-7164,424,-15100,871,-5106,-6223,swipe_left,17
-9656,-680,-14584,1306,-383,-3627,swipe_left,17
-7968,-964,-15588,-796,1477,441,swipe_left,17
-7792,-736,-15212,-565,1432,200,swipe_left,17
-7984,-216,-15268,-656,1049,204,swipe_left,17
-7460,-60,-15176,-381,1656,303,swipe_left,17
-7376,68,-15524,-481,1479,341,swipe_left,17
-7236,96,-15524,-594,1004,422,swipe_left,17
-6968,348,-15680,-716,1955,327,swipe_left,17
-6764,420,-15780,-586,1156,489,swipe_left,17
-6764,620,-15900,532,664,358,swipe_left,17
-3780,4184,-16452,-66,1016,-355,swipe_left,18
-3212,4436,-16452,-292,939,67,swipe_left,18
-3208,4400,-16412,-141,892,-248,swipe_left,18
-3240,4312,-16608,-88,577,303,swipe_left,18
-3168,4340,-16508,-9,957,-263,swipe_left,18
-2928,4256,-16404,-154,636,181,swipe_left,18
-3024,4172,-16672,-445,431,353,swipe_left,18
-3392,4056,-16768,113,114,-324,swipe_left,18
-1028,4584,-15748,-620,-1452,-2010,swipe_left,18
-4036,2620,-16088,1171,-4079,-10238,swipe_left,18
-6916,184,-14508,1278,-3229,-10383,swipe_left,18
-8040,-1164,-15308,2332,-582,-4341,swipe_left,18
-7560,-1872,-16596,16,-794,-1027,swipe_left,18
-7400,-2408,-15724,-315,307,-354,swipe_left,18
-6948,-1396,-15472,-951,585,436,swipe_left,18
-6860,-1160,-15452,-746,1195,707,swipe_left,18
-6972,-1204,-15864,-795,929,541,swipe_left,18
-6616,-872,-15648,-707,899,249,swipe_left,18
-6492,-636,-15884,-925,1057,561,swipe_left,18
-6984,-708,-15680,-583,824,424,swipe_left,18
-2588,3904,-16528,1218,-371,3217,swipe_left,19
-3132,4384,-16548,-908,1066,1231,swipe_left,19
-2808,4372,-16704,-55,1367,447,swipe_left,19
-2672,3984,-16432,-178,738,388,swipe_left,19
-2572,4324,-16748,-100,1128,1103,swipe_left,19
-2188,4240,-16860,-20,522,420,swipe_left,19
-2564,4224,-16576,-687,630,221,swipe_left,19
-1972,4252,-17132,-892,626,-985,swipe_left,19
-456,4420,-9728,2352,-2186,-4230,swipe_left,19
-4948,2676,-15660,1743,-2408,-12635,swipe_left,19
-6280,-720,-13604,3185,-1789,-11197,swipe_left,19
-8528,-2988,-16052,3069,512,-3855,swipe_left,19
-6476,-1680,-15396,-2656,4116,1924,swipe_left,19
-6064,-1696,-16248,-388,167,227,swipe_left,19
-6272,-1472,-15756,-1168,1420,0,swipe_left,19
-6144,-948,-16340,-1019,1590,513,swipe_left,19
-5872,-936,-16224,-918,1557,257,swipe_left,19
-5188,-636,-16696,-1069,1098,662,swipe_left,19
-5380,-472,-16156,-402,1402,206,swipe_left,19
-5444,-384,-16304,-519,587,219,swipe_left,19
-876,3456,-16820,106,614,358,swipe_left,20
-1104,3496,-16968,-317,628,32,swipe_left,20
-1356,3544,-17036,-246,370,-216,swipe_left,20
-1152,3316,-16928,-631,1321,-97,swipe_left,20
-1244,3844,-17140,-249,381,-269,swipe_left,20
-1132,3748,-17452,-93,-1086,-979,swipe_left,20
-1808,3444,-16640,-1151,-117,-4829,swipe_left,20
-2828,2936,-15880,1553,-2412,-9968,swipe_left,20
-5624,684,-15308,1566,-2763,-10277,swipe_left,20
-7172,-1664,-15628,3656,306,-4750,swipe_left,20
-8296,-3164,-18716,-166,-1592,-282,swipe_left,20
-4960,-1828,-15928,-425,143,-182,swipe_left,20
-5544,-1464,-16224,-1357,770,358,swipe_left,20
-5784,-1200,-16356,-421,774,100,swipe_left,20
-5576,-1220,-16304,-576,829,90,swipe_left,20
-5456,-1032,-16812,-281,901,273,swipe_left,20
-5008,-920,-16228,-701,488,549,swipe_left,20
-5656,-724,-16252,-605,742,259,swipe_left,20
-5168,-204,-16340,-1085,1723,836,swipe_left,20
-5236,-144,-16424,-1663,752,112,swipe_left,20
-1916,3816,-17332,-596,1155,2415,swipe_left,21
-2668,3856,-16716,-1239,-526,2172,swipe_left,21
-2016,4176,-16708,-305,96,983,swipe_left,21
-2284,4124,-16548,-1044,765,1047,swipe_left,21
-2188,4728,-16808,-843,912,-61,swipe_left,21
-2064,4216,-16900,38,611,618,swipe_left,21
-2312,4548,-16660,-55,502,251,swipe_left,21
-2372,4496,-16988,190,31,132,swipe_left,21
-2000,4704,-16732,-367,897,229,swipe_left,21
-492,4544,-17008,-32,-289,-919,swipe_left,21
-1328,4200,-16052,1177,-1355,-9284,swipe_left,21
-4496,1972,-14908,3264,-3257,-9410,swipe_left,21
-6992,-1304,-15784,6347,-2019,-8928,swipe_left,21
-8932,-4548,-18936,448,-1715,-526,swipe_left,21
-5324,-1668,-15312,-1301,919,425,swipe_left,21
-6136,-1624,-16280,-720,1021,23,swipe_left,21
-5888,-1396,-16016,-856,560,152,swipe_left,21
-6072,-1356,-16492,414,-575,-269,swipe_left,21
-5948,-1428,-15852,-499,689,173,swipe_left,21
-6108,-988,-16256,-565,732,184,swipe_left,21
-3820,3840,-16484,117,813,-188,swipe_left,22
-4212,3752,-16200,-30,471,64,swipe_left,22
-4032,3708,-16128,-680,1145,321,swipe_left,22
-4012,3816,-16692,-370,1487,365,swipe_left,22
-3904,3932,-16192,165,1068,280,swipe_left,22
